ont 1,ont 2,score,Comment Onto 1,Comment Onto 2
MCSS:MessageContent,OFB:Content,90.0,"MCSS:Represents the content of a message, including text, media, and metadata.","OFB:Represents all forms of user-generated content, including posts and drafts, within the platform."
MCSS:NotificationSettings,OFB:Notifications,90.0,MCSS:Represents settings for managing message notifications.,OFB:Represents notifications and their configurations.
MCSS:Notifications,OFB:CommunityNotifications,90.0,MCSS:Represents notifications and related interactions in the platform.,OFB:Represents notification settings and preferences for a community.
MCSS:Notifications,OFB:NotificationSettings,90.0,MCSS:Represents notifications and related interactions in the platform.,OFB:Represents notification settings for a user.
MCSS:Post,OFB:CrossPost,90.0,"MCSS:Represents a generic post on the platform, including audience type and schedule time.",OFB:Represents posts that are cross-posted from other communities or original posts.
MCSS:Post,OFB:PinPosts,90.0,"MCSS:Represents a generic post on the platform, including audience type and schedule time.",OFB:Represents pinning actions for posts by users or communities.
MCSS:Post,OFB:ScheduledPost,90.0,"MCSS:Represents a generic post on the platform, including audience type and schedule time.",OFB:Represents posts scheduled by users to be published at a future timestamp.
MCSS:Post,OFB:ShareRepost,90.0,"MCSS:Represents a generic post on the platform, including audience type and schedule time.",OFB:Represents sharing or reposting content to a community or other platforms.
MCSS:Search,OFB:AdvancedSearch,90.0,MCSS:Represents search functionalities and recommendations within the system.,OFB:Represents advanced search functionalities with additional filters.
MCSS:Search,OFB:FlairSearch,90.0,MCSS:Represents search functionalities and recommendations within the system.,OFB:Represents the ability to search for content by specific flair tags.
MCSS:Search,OFB:GlobalSearch,90.0,MCSS:Represents search functionalities and recommendations within the system.,OFB:Represents global search functionality for different targets.
MCSS:Search,OFB:SearchAndDiscovery,90.0,MCSS:Represents search functionalities and recommendations within the system.,OFB:Represents the overall structure for search and discovery functionalities.
MCSS:Search,OFB:SearchFeatures,90.0,MCSS:Represents search functionalities and recommendations within the system.,OFB:Defines various search-related features.
MCSS:Search,OFB:SearchFilter,90.0,MCSS:Represents search functionalities and recommendations within the system.,OFB:Represents filters used in advanced search queries.
MCSS:Search,OFB:TrendSearch,90.0,MCSS:Represents search functionalities and recommendations within the system.,OFB:Represents trends observed in user searches.
MCSS:Share,OFB:ShareRepost,90.0,MCSS:Represents a share interaction with content.,OFB:Represents sharing or reposting content to a community or other platforms.
MCSS:ShortVideoPost,OFB:Post,90.0,MCSS:Represents posts associated with short videos.,"OFB:Represents posts created by users, which may contain text, media, and other metadata."
MCSS:User,OFB:BlockUnblockUser,90.0,MCSS:The primary class representing individual users in the system.,OFB:Represents blocking and unblocking actions between users.
MCSS:User,OFB:UserInsights,90.0,MCSS:The primary class representing individual users in the system.,OFB:Represents insights for users based on their drafts or contributions.
MCSS:VideoPost,OFB:Post,90.0,MCSS:Represents posts that are associated with videos.,"OFB:Represents posts created by users, which may contain text, media, and other metadata."
MCSS:HideNotifications,OFB:Notifications,86.67,MCSS:Represents the functionality to hide notifications for users or channels.,OFB:Represents notifications and their configurations.
MCSS:Notifications,OFB:PushNotifications,86.67,MCSS:Represents notifications and related interactions in the platform.,OFB:Represents push notification settings.
MCSS:Notifications,OFB:NotificationPreferences,86.4,MCSS:Represents notifications and related interactions in the platform.,OFB:Represents preferences for in-app notifications.
MCSS:Subscription,OFB:SubscriptionPlan,85.71,MCSS:Represents subscription-related features on the platform.,OFB:Represents a subscription plan for a user.
MCSS:GroupMessage,OFB:GroupMessaging,84.62,MCSS:Represents group message threads and related interactions.,OFB:Represents group messaging interactions.
MCSS:Notifications,OFB:EmailNotifications,83.87,MCSS:Represents notifications and related interactions in the platform.,OFB:Represents email notification settings.
MCSS:Notifications,OFB:InAppNotifications,83.87,MCSS:Represents notifications and related interactions in the platform.,OFB:Represents in-app notification settings.
MCSS:DirectMessages,OFB:DirectMessaging,82.76,MCSS:Represents the functionality and content of direct messages in the system.,OFB:Represents one-on-one messaging interactions.
MCSS:Content,OFB:TagContent,82.35,MCSS:Represents all types of content on the platform.,OFB:Represents content tagged by users with specific labels.
MCSS:HideNotifications,OFB:PushNotifications,82.35,MCSS:Represents the functionality to hide notifications for users or channels.,OFB:Represents push notification settings.
MCSS:HideNotifications,OFB:EmailNotifications,80.0,MCSS:Represents the functionality to hide notifications for users or channels.,OFB:Represents email notification settings.
MCSS:HideNotifications,OFB:InAppNotifications,80.0,MCSS:Represents the functionality to hide notifications for users or channels.,OFB:Represents in-app notification settings.
MCSS:SearchRecommendation,OFB:Recommendations,80.0,MCSS:Handles recommendations generated based on user activity and preferences.,OFB:Represents the system that provides recommendations to users.
