subject,predicate,object,subjectComment,predicateComment,objectComment
Comment,associatedWithContent,Content,Represents a comment interaction with content.,Indicates that a report is associated with specific content.,Represents all types of content on the platform.
Comment,associatedWithContent,Content,Represents a comment interaction with content.,Links a post to its associated content.,Represents all types of content on the platform.
Comment,associatedWithContent,Content,Represents a comment interaction with content.,Links a Video post to its associated content.,Represents all types of content on the platform.
Comment,associatedWithContent,Content,Represents a comment interaction with content.,Links a Short Video post to its associated content.,Represents all types of content on the platform.
Comment,associatedWithContent,Content,Represents a comment interaction with content.,Links a Live post to its associated content.,Represents all types of content on the platform.
Share,associatedWithContent,Content,Represents a share interaction with content.,Indicates that a like is associated with a specific content.,Represents all types of content on the platform.
Share,associatedWithContent,Content,Represents a share interaction with content.,Indicates that a comment is associated with specific content.,Represents all types of content on the platform.
Share,associatedWithContent,Content,Represents a share interaction with content.,Indicates that a share is associated with specific content.,Represents all types of content on the platform.
Share,associatedWithContent,Content,Represents a share interaction with content.,Indicates that a dislike is associated with specific content.,Represents all types of content on the platform.
Share,associatedWithContent,Content,Represents a share interaction with content.,Indicates that a report is associated with specific content.,Represents all types of content on the platform.
Share,associatedWithContent,Content,Represents a share interaction with content.,Links a post to its associated content.,Represents all types of content on the platform.
Share,associatedWithContent,Content,Represents a share interaction with content.,Links a Video post to its associated content.,Represents all types of content on the platform.
Share,associatedWithContent,Content,Represents a share interaction with content.,Links a Short Video post to its associated content.,Represents all types of content on the platform.
Share,associatedWithContent,Content,Represents a share interaction with content.,Links a Live post to its associated content.,Represents all types of content on the platform.
Dislike,associatedWithContent,Content,Represents a dislike interaction with content.,Indicates that a like is associated with a specific content.,Represents all types of content on the platform.
Dislike,associatedWithContent,Content,Represents a dislike interaction with content.,Indicates that a comment is associated with specific content.,Represents all types of content on the platform.
Dislike,associatedWithContent,Content,Represents a dislike interaction with content.,Indicates that a share is associated with specific content.,Represents all types of content on the platform.
Dislike,associatedWithContent,Content,Represents a dislike interaction with content.,Indicates that a dislike is associated with specific content.,Represents all types of content on the platform.
Dislike,associatedWithContent,Content,Represents a dislike interaction with content.,Indicates that a report is associated with specific content.,Represents all types of content on the platform.
Dislike,associatedWithContent,Content,Represents a dislike interaction with content.,Links a post to its associated content.,Represents all types of content on the platform.
Dislike,associatedWithContent,Content,Represents a dislike interaction with content.,Links a Video post to its associated content.,Represents all types of content on the platform.
Dislike,associatedWithContent,Content,Represents a dislike interaction with content.,Links a Short Video post to its associated content.,Represents all types of content on the platform.
Dislike,associatedWithContent,Content,Represents a dislike interaction with content.,Links a Live post to its associated content.,Represents all types of content on the platform.
Report,associatedWithContent,Content,Represents a report interaction with content.,Indicates that a like is associated with a specific content.,Represents all types of content on the platform.
Report,associatedWithContent,Content,Represents a report interaction with content.,Indicates that a comment is associated with specific content.,Represents all types of content on the platform.
Report,associatedWithContent,Content,Represents a report interaction with content.,Indicates that a share is associated with specific content.,Represents all types of content on the platform.
Report,associatedWithContent,Content,Represents a report interaction with content.,Indicates that a dislike is associated with specific content.,Represents all types of content on the platform.
Report,associatedWithContent,Content,Represents a report interaction with content.,Indicates that a report is associated with specific content.,Represents all types of content on the platform.
Report,associatedWithContent,Content,Represents a report interaction with content.,Links a post to its associated content.,Represents all types of content on the platform.
Report,associatedWithContent,Content,Represents a report interaction with content.,Links a Video post to its associated content.,Represents all types of content on the platform.
Report,associatedWithContent,Content,Represents a report interaction with content.,Links a Short Video post to its associated content.,Represents all types of content on the platform.
Report,associatedWithContent,Content,Represents a report interaction with content.,Links a Live post to its associated content.,Represents all types of content on the platform.
Post,associatedWithContent,Content,"Represents a generic post on the platform, including audience type and schedule time.",Indicates that a like is associated with a specific content.,Represents all types of content on the platform.
Post,associatedWithContent,Content,"Represents a generic post on the platform, including audience type and schedule time.",Indicates that a comment is associated with specific content.,Represents all types of content on the platform.
Post,associatedWithContent,Content,"Represents a generic post on the platform, including audience type and schedule time.",Indicates that a share is associated with specific content.,Represents all types of content on the platform.
Post,associatedWithContent,Content,"Represents a generic post on the platform, including audience type and schedule time.",Indicates that a dislike is associated with specific content.,Represents all types of content on the platform.
Post,associatedWithContent,Content,"Represents a generic post on the platform, including audience type and schedule time.",Indicates that a report is associated with specific content.,Represents all types of content on the platform.
Post,associatedWithContent,Content,"Represents a generic post on the platform, including audience type and schedule time.",Links a post to its associated content.,Represents all types of content on the platform.
Post,associatedWithContent,Content,"Represents a generic post on the platform, including audience type and schedule time.",Links a Video post to its associated content.,Represents all types of content on the platform.
Post,associatedWithContent,Content,"Represents a generic post on the platform, including audience type and schedule time.",Links a Short Video post to its associated content.,Represents all types of content on the platform.
Post,associatedWithContent,Content,"Represents a generic post on the platform, including audience type and schedule time.",Links a Live post to its associated content.,Represents all types of content on the platform.
VideoPost,associatedWithContent,Content,Represents posts that are associated with videos.,Indicates that a like is associated with a specific content.,Represents all types of content on the platform.
VideoPost,associatedWithContent,Content,Represents posts that are associated with videos.,Indicates that a comment is associated with specific content.,Represents all types of content on the platform.
VideoPost,associatedWithContent,Content,Represents posts that are associated with videos.,Indicates that a share is associated with specific content.,Represents all types of content on the platform.
VideoPost,associatedWithContent,Content,Represents posts that are associated with videos.,Indicates that a dislike is associated with specific content.,Represents all types of content on the platform.
VideoPost,associatedWithContent,Content,Represents posts that are associated with videos.,Indicates that a report is associated with specific content.,Represents all types of content on the platform.
VideoPost,associatedWithContent,Content,Represents posts that are associated with videos.,Links a post to its associated content.,Represents all types of content on the platform.
VideoPost,associatedWithContent,Content,Represents posts that are associated with videos.,Links a Video post to its associated content.,Represents all types of content on the platform.
VideoPost,associatedWithContent,Content,Represents posts that are associated with videos.,Links a Short Video post to its associated content.,Represents all types of content on the platform.
VideoPost,associatedWithContent,Content,Represents posts that are associated with videos.,Links a Live post to its associated content.,Represents all types of content on the platform.
ShortVideoPost,associatedWithContent,Content,Represents posts associated with short videos.,Indicates that a like is associated with a specific content.,Represents all types of content on the platform.
ShortVideoPost,associatedWithContent,Content,Represents posts associated with short videos.,Indicates that a comment is associated with specific content.,Represents all types of content on the platform.
ShortVideoPost,associatedWithContent,Content,Represents posts associated with short videos.,Indicates that a share is associated with specific content.,Represents all types of content on the platform.
ShortVideoPost,associatedWithContent,Content,Represents posts associated with short videos.,Indicates that a dislike is associated with specific content.,Represents all types of content on the platform.
ShortVideoPost,associatedWithContent,Content,Represents posts associated with short videos.,Indicates that a report is associated with specific content.,Represents all types of content on the platform.
ShortVideoPost,associatedWithContent,Content,Represents posts associated with short videos.,Links a post to its associated content.,Represents all types of content on the platform.
ShortVideoPost,associatedWithContent,Content,Represents posts associated with short videos.,Links a Video post to its associated content.,Represents all types of content on the platform.
ShortVideoPost,associatedWithContent,Content,Represents posts associated with short videos.,Links a Short Video post to its associated content.,Represents all types of content on the platform.
ShortVideoPost,associatedWithContent,Content,Represents posts associated with short videos.,Links a Live post to its associated content.,Represents all types of content on the platform.
LivePost,associatedWithContent,Content,Represents posts associated with live sessions.,Indicates that a like is associated with a specific content.,Represents all types of content on the platform.
LivePost,associatedWithContent,Content,Represents posts associated with live sessions.,Indicates that a comment is associated with specific content.,Represents all types of content on the platform.
LivePost,associatedWithContent,Content,Represents posts associated with live sessions.,Indicates that a share is associated with specific content.,Represents all types of content on the platform.
LivePost,associatedWithContent,Content,Represents posts associated with live sessions.,Indicates that a dislike is associated with specific content.,Represents all types of content on the platform.
LivePost,associatedWithContent,Content,Represents posts associated with live sessions.,Indicates that a report is associated with specific content.,Represents all types of content on the platform.
LivePost,associatedWithContent,Content,Represents posts associated with live sessions.,Links a post to its associated content.,Represents all types of content on the platform.
LivePost,associatedWithContent,Content,Represents posts associated with live sessions.,Links a Video post to its associated content.,Represents all types of content on the platform.
LivePost,associatedWithContent,Content,Represents posts associated with live sessions.,Links a Short Video post to its associated content.,Represents all types of content on the platform.
LivePost,associatedWithContent,Content,Represents posts associated with live sessions.,Links a Live post to its associated content.,Represents all types of content on the platform.
Like,associatedWithLikedPost,Post,Represents a like interaction with content.,Indicates that a like is associated with a liked post.,"Represents a generic post on the platform, including audience type and schedule time."
Like,associatedWithLikedVideo,Video,Represents a like interaction with content.,Indicates that a like is associated with a liked video.,Represents video content in the system.
Like,associatedWithLikedShortVideo,ShortVideo,Represents a like interaction with content.,Indicates that a like is associated with a liked short video.,Represents short video content in the system.
Like,associatedWithLikedLive,Live,Represents a like interaction with content.,Indicates that a like is associated with a liked live session.,Represents live streaming content within the system.
User,commentsOnContent,Content,The primary class representing individual users in the system.,Indicates that a user comments on specific content.,Represents all types of content on the platform.
User,commentsOnContent,Content,The primary class representing individual users in the system.,Indicates that a channel comments on specific content.,Represents all types of content on the platform.
Channel,commentsOnContent,Content,"Represents a content creator's channel on the platform, with attributes and relationships to content and users.",Indicates that a user comments on specific content.,Represents all types of content on the platform.
Channel,commentsOnContent,Content,"Represents a content creator's channel on the platform, with attributes and relationships to content and users.",Indicates that a channel comments on specific content.,Represents all types of content on the platform.
Comment,commentedBy,User,Represents a comment interaction with content.,Links a comment with the User who made the comment.,The primary class representing individual users in the system.
Comment,associatedWithCommentedPost,Post,Represents a comment interaction with content.,Indicates that a comment is associated with a commented post.,"Represents a generic post on the platform, including audience type and schedule time."
Comment,associatedWithCommentedVideo,Video,Represents a comment interaction with content.,Indicates that a comment is associated with a commented video.,Represents video content in the system.
Comment,associatedWithCommentedShortVideo,ShortVideo,Represents a comment interaction with content.,Indicates that a comment is associated with a commented short video.,Represents short video content in the system.
Comment,associatedWithCommentedLive,Live,Represents a comment interaction with content.,Indicates that a comment is associated with a commented live session.,Represents live streaming content within the system.
User,sharesContent,Content,The primary class representing individual users in the system.,Indicates that a user shares specific content.,Represents all types of content on the platform.
User,sharesContent,Content,The primary class representing individual users in the system.,Indicates that a channel shares specific content.,Represents all types of content on the platform.
Channel,sharesContent,Content,"Represents a content creator's channel on the platform, with attributes and relationships to content and users.",Indicates that a user shares specific content.,Represents all types of content on the platform.
Channel,sharesContent,Content,"Represents a content creator's channel on the platform, with attributes and relationships to content and users.",Indicates that a channel shares specific content.,Represents all types of content on the platform.
Share,associatedWithSharedPost,Post,Represents a share interaction with content.,Indicates that a share is associated with a shared post.,"Represents a generic post on the platform, including audience type and schedule time."
Share,associatedWithSharedVideo,Video,Represents a share interaction with content.,Indicates that a share is associated with a shared video.,Represents video content in the system.
Share,associatedWithSharedShortVideo,ShortVideo,Represents a share interaction with content.,Indicates that a share is associated with a shared short video.,Represents short video content in the system.
Share,associatedWithSharedLive,Live,Represents a share interaction with content.,Indicates that a share is associated with a shared live session.,Represents live streaming content within the system.
User,dislikesContent,Content,The primary class representing individual users in the system.,Indicates that a user dislikes specific content.,Represents all types of content on the platform.
User,dislikesContent,Content,The primary class representing individual users in the system.,Indicates that a channel dislikes specific content.,Represents all types of content on the platform.
Channel,dislikesContent,Content,"Represents a content creator's channel on the platform, with attributes and relationships to content and users.",Indicates that a user dislikes specific content.,Represents all types of content on the platform.
Channel,dislikesContent,Content,"Represents a content creator's channel on the platform, with attributes and relationships to content and users.",Indicates that a channel dislikes specific content.,Represents all types of content on the platform.
Dislike,associatedWithDislikedPost,Post,Represents a dislike interaction with content.,Indicates that a dislike is associated with a disliked post.,"Represents a generic post on the platform, including audience type and schedule time."
Dislike,associatedWithDislikedVideo,Video,Represents a dislike interaction with content.,Indicates that a dislike is associated with a disliked video.,Represents video content in the system.
Dislike,associatedWithDislikedShortVideo,ShortVideo,Represents a dislike interaction with content.,Indicates that a dislike is associated with a disliked short video.,Represents short video content in the system.
Dislike,associatedWithDislikedLive,Live,Represents a dislike interaction with content.,Indicates that a dislike is associated with a disliked live session.,Represents live streaming content within the system.
User,reportsContent,Content,The primary class representing individual users in the system.,Indicates that a user reports specific content.,Represents all types of content on the platform.
User,reportsContent,Content,The primary class representing individual users in the system.,Indicates that a channel reports specific content.,Represents all types of content on the platform.
Channel,reportsContent,Content,"Represents a content creator's channel on the platform, with attributes and relationships to content and users.",Indicates that a user reports specific content.,Represents all types of content on the platform.
Channel,reportsContent,Content,"Represents a content creator's channel on the platform, with attributes and relationships to content and users.",Indicates that a channel reports specific content.,Represents all types of content on the platform.
User,reportsChannel,Channel,The primary class representing individual users in the system.,Indicates that a user reports specific channel.,"Represents a content creator's channel on the platform, with attributes and relationships to content and users."
User,reportsUser,User,The primary class representing individual users in the system.,Indicates that a user reports specific user.,The primary class representing individual users in the system.
Report,associatedWithReportedPost,Post,Represents a report interaction with content.,Indicates that a report is associated with a reported post.,"Represents a generic post on the platform, including audience type and schedule time."
Report,associatedWithReportedVideo,Video,Represents a report interaction with content.,Indicates that a report is associated with a reported video.,Represents video content in the system.
Report,associatedWithReportedShortVideo,ShortVideo,Represents a report interaction with content.,Indicates that a report is associated with a reported short video.,Represents short video content in the system.
Report,associatedWithReportedLive,Live,Represents a report interaction with content.,Indicates that a report is associated with a reported live session.,Represents live streaming content within the system.
User,addsVideoToWatchLater,Video,The primary class representing individual users in the system.,Indicates that a user adds a video to their watch later list.,Represents video content in the system.
WatchLater,associatedWithVideo,Video,Represents the watch later feature for videos.,Indicates that a watch later action is associated with a specific video.,Represents video content in the system.
User,sendsGiftInLive,Live,The primary class representing individual users in the system.,Indicates that a user sends a gift during a live session.,Represents live streaming content within the system.
User,sendsGiftInLive,Live,The primary class representing individual users in the system.,Indicates that a channel sends a gift during a live session.,Represents live streaming content within the system.
Channel,sendsGiftInLive,Live,"Represents a content creator's channel on the platform, with attributes and relationships to content and users.",Indicates that a user sends a gift during a live session.,Represents live streaming content within the system.
Channel,sendsGiftInLive,Live,"Represents a content creator's channel on the platform, with attributes and relationships to content and users.",Indicates that a channel sends a gift during a live session.,Represents live streaming content within the system.
Channel,receivesGiftInLive,Live,"Represents a content creator's channel on the platform, with attributes and relationships to content and users.",Indicates that a user receive a gift during a live session.,Represents live streaming content within the system.
Gift,associatedWithLive,Live,Represents gifting interactions during live sessions.,Indicates that a gift interaction is associated with a specific live session.,Represents live streaming content within the system.
User,searchesForContent,SearchFunctionality,The primary class representing individual users in the system.,Indicates that a user searches for specific content using search functionality.,Handles direct search actions performed by users.
User,deletesSearchHistory,SearchFunctionality,The primary class representing individual users in the system.,Indicates that a user deletes their search history.,Handles direct search actions performed by users.
User,viewsRecommendationsBasedOnWatchHistory,SearchRecommendation,The primary class representing individual users in the system.,Indicates that a user views recommendations based on their watch history.,Handles recommendations generated based on user activity and preferences.
User,viewsRecommendationsBasedOnSearchHistory,SearchRecommendation,The primary class representing individual users in the system.,Indicates that a user views recommendations based on their search history.,Handles recommendations generated based on user activity and preferences.
User,viewsRecommendationsBasedOnSubscriptions,SearchRecommendation,The primary class representing individual users in the system.,Indicates that a user views recommendations based on their subscriptions.,Handles recommendations generated based on user activity and preferences.
User,viewsRecommendationsBasedOnLikes,SearchRecommendation,The primary class representing individual users in the system.,Indicates that a user views recommendations based on their likes.,Handles recommendations generated based on user activity and preferences.
User,viewsRecommendationsBasedOnDislikes,SearchRecommendation,The primary class representing individual users in the system.,Indicates that a user views recommendations based on their dislikes.,Handles recommendations generated based on user activity and preferences.
User,editsRecommendations,SearchRecommendation,The primary class representing individual users in the system.,Indicates that a user edits their recommendation preferences.,Handles recommendations generated based on user activity and preferences.
User,pausesRecommendations,SearchRecommendation,The primary class representing individual users in the system.,Indicates that a user pauses their recommendations.,Handles recommendations generated based on user activity and preferences.
User,providesSurveyFeedbackFor,SearchRecommendation,The primary class representing individual users in the system.,Indicates that a user provides feedback for their recommendations via a survey.,Handles recommendations generated based on user activity and preferences.
User,viewsNewsWatchPage,NewsWatchPage,The primary class representing individual users in the system.,Indicates that a user views the news watch page.,Represents the page where users watch or read news content.
User,viewsBreakingNews,BreakingNews,The primary class representing individual users in the system.,Indicates that a user views the breaking news section.,Represents the breaking news section in the system.
User,viewsTopNews,TopNews,The primary class representing individual users in the system.,Indicates that a user views the top news section.,Represents the top news section in the system.
SuperChat,donor,User,Represents a SuperChat donation event during live streaming.,Indicates the user who made the SuperChat donation.,The primary class representing individual users in the system.
SuperChat,belongsToLive,Live,Represents a SuperChat donation event during live streaming.,Links the SuperChat donation to the corresponding live stream event.,Represents live streaming content within the system.
User,viewsShoppingFeatures,Shopping,The primary class representing individual users in the system.,Indicates that a User views shopping-related features.,Represents shopping-related features within the platform.
User,interactsWithShop,Shopping,The primary class representing individual users in the system.,Indicates that a User interacts with shopping-related features.,Represents shopping-related features within the platform.
User,subscribesToCreator,Subscription,The primary class representing individual users in the system.,Indicates that a User subscribes to a content creator.,Represents subscription-related features on the platform.
User,unsubscribesFromCreator,Subscription,The primary class representing individual users in the system.,Indicates that a User unsubscribes from a content creator.,Represents subscription-related features on the platform.
User,exploresCreatorMarketplace,CreatorMarketplace,The primary class representing individual users in the system.,Indicates that a User explores the creator marketplace.,Represents interactions with the creator marketplace.
User,purchasesCreatorContent,CreatorMarketplace,The primary class representing individual users in the system.,Indicates that a User purchases content from the creator marketplace.,Represents interactions with the creator marketplace.
User,hidesUserNotificationsFor,User,The primary class representing individual users in the system.,Indicates that a User hides notifications for another User.,The primary class representing individual users in the system.
User,hidesChannelNotificationsFor,Channel,The primary class representing individual users in the system.,Indicates that a User hides notifications for a specific Channel.,"Represents a content creator's channel on the platform, with attributes and relationships to content and users."
User,managesUserMentionsFor,User,The primary class representing individual users in the system.,Indicates that a User manages mentions for specific users.,The primary class representing individual users in the system.
User,managesChannelMentionsFor,Channel,The primary class representing individual users in the system.,Indicates that a User manages mentions for specific users.,"Represents a content creator's channel on the platform, with attributes and relationships to content and users."
DirectMessage,sentTo,User,,Indicates the recipient of a direct message.,The primary class representing individual users in the system.
DirectMessage,sentBy,User,,Indicates the sender of a direct message.,The primary class representing individual users in the system.
User,sendsMessageTo,User,The primary class representing individual users in the system.,Represents a user sending a message to another user.,The primary class representing individual users in the system.
User,sendsMediaMessageTo,User,The primary class representing individual users in the system.,Represents a user sending a media message to another user.,The primary class representing individual users in the system.
User,sendsVoiceNoteTo,User,The primary class representing individual users in the system.,Represents a user sending a voice note to another user.,The primary class representing individual users in the system.
User,reactsToMessage,MessageContent,The primary class representing individual users in the system.,Represents a user reacting to a message with an emoji or other reaction.,"Represents the content of a message, including text, media, and metadata."
User,repliesToMessage,MessageContent,The primary class representing individual users in the system.,Represents a user replying to a specific message.,"Represents the content of a message, including text, media, and metadata."
User,deletesMessage,MessageContent,The primary class representing individual users in the system.,Represents a user deleting a specific message.,"Represents the content of a message, including text, media, and metadata."
User,reportsMessage,MessageContent,The primary class representing individual users in the system.,Represents a user reporting a message for review.,"Represents the content of a message, including text, media, and metadata."
User,forwardsMessageTo,User,The primary class representing individual users in the system.,Represents a user forwarding a message to another user.,The primary class representing individual users in the system.
User,marksMessageAsUnread,MessageContent,The primary class representing individual users in the system.,Represents a user marking a message as unread.,"Represents the content of a message, including text, media, and metadata."
User,archivesMessage,MessageContent,The primary class representing individual users in the system.,Represents a user archiving a specific message.,"Represents the content of a message, including text, media, and metadata."
User,setsMessagePriority,MessageContent,The primary class representing individual users in the system.,Allows a user to set priority for a specific message.,"Represents the content of a message, including text, media, and metadata."
User,enablesMessageEncryptionFor,User,The primary class representing individual users in the system.,Enables encryption for messages sent to a specific user.,The primary class representing individual users in the system.
User,sendsGiftInMessageTo,User,The primary class representing individual users in the system.,Allows a user to send a gift within a message to another user.,The primary class representing individual users in the system.
User,schedulesMessageFor,User,The primary class representing individual users in the system.,Schedules a message to be sent at a later time.,The primary class representing individual users in the system.
User,recallsMessage,MessageContent,The primary class representing individual users in the system.,Recalls a previously sent message.,"Represents the content of a message, including text, media, and metadata."
User,pinsMessageInChat,MessageContent,The primary class representing individual users in the system.,Allows a user to pin a specific message in a chat.,"Represents the content of a message, including text, media, and metadata."
User,mutesMessageNotificationsFrom,User,The primary class representing individual users in the system.,Mutes notifications from a specific user.,The primary class representing individual users in the system.
User,enablesReadReceiptsFor,User,The primary class representing individual users in the system.,Enables read receipts for messages sent to a specific user.,The primary class representing individual users in the system.
User,disablesReadReceiptsFor,User,The primary class representing individual users in the system.,Disables read receipts for messages sent to a specific user.,The primary class representing individual users in the system.
User,enablesNotificationForGroupMessages,GroupMessage,The primary class representing individual users in the system.,Enables notifications for group messages.,Represents group message threads and related interactions.
User,createsGroupMessageThreadWith,GroupMessage,The primary class representing individual users in the system.,Represents a user creating a group message thread with participants.,Represents group message threads and related interactions.
GroupMessage,hasGroupParticipants,User,Represents group message threads and related interactions.,Represents participants in a group message thread.,The primary class representing individual users in the system.
User,leavesGroupMessageThread,GroupMessage,The primary class representing individual users in the system.,Represents a user leaving a group message thread.,Represents group message threads and related interactions.
User,addsParticipantsToGroup,GroupMessage,The primary class representing individual users in the system.,Represents a user adding participants to a group message thread.,Represents group message threads and related interactions.
User,removesParticipantsFromGroup,GroupMessage,The primary class representing individual users in the system.,Represents a user removing participants from a group message thread.,Represents group message threads and related interactions.
User,viewsMessageStats,MessageContent,The primary class representing individual users in the system.,Represents a user viewing analytics for a specific message.,"Represents the content of a message, including text, media, and metadata."
